,Name,Author,num_page,Language,User_rating,rating_num,Reviews,Genre_1,G_1_id,fiction,non_fiction,Genre_2,Genre_3,Year,Publisher
202,"Oh, the Places You'll Go!",Dr. Seuss,44,English,4.33,364244,5720,Childrens,14,1,0,Childrens,Picture Books,1990,Random House Books for Young Readers
203,The Girl Who Played with Fire,Stieg Larsson,503,English,4.24,863862,35172,Fiction,1,1,0,Mystery,Thriller,2009,Alfred A. Knopf
204,The Neverending Story,Michael Ende,396,English,4.15,185092,7562,Fantasy,0,1,0,Classics,Fiction,1997,Dutton Children's Books
205,Treasure Island,Robert Louis Stevenson,311,English,3.84,436942,13291,Classics,4,1,0,Fiction,Adventure,2001,Kingfisher
206,Ulysses,James Joyce,783,English,3.73,118887,7525,Classics,4,1,0,Fiction,Literature,1990,Vintage
207,Fifty Shades of Grey,E.L. James,356,English,3.66,2181487,80121,Romance,3,1,0,Fiction,Adult Fiction,2011,Vintage
208,Murder on the Orient Express,Agatha Christie,274,English,4.18,464586,28773,Mystery,8,1,0,Classics,Fiction,2007,HarperCollins
209,A Storm of Swords,George R.R. Martin,1177,English,4.53,706928,22945,Fantasy,0,1,0,Fiction,Fantasy,2003,Bantam
210,The Clan of the Cave Bear,Jean M. Auel,516,English,4.07,244776,7075,Historical,6,1,0,Historical Fiction,Fiction,2016,Bantam
211,The Canterbury Tales,Geoffrey Chaucer,521,English,3.52,204064,3658,Classics,4,1,0,Fiction,Poetry,2003,Penguin Books/Penguin Classics
212,The World According to Garp,John Irving,610,English,4.09,213283,5855,Fiction,1,1,0,Classics,Contemporary,1999,Ballantine Books
213,Throne of Glass,Sarah J. Maas,406,English,4.18,774182,52941,Fantasy,0,1,0,Young Adult,Romance,2012,Bloomsbury USA Children's
214,David Copperfield,Charles Dickens,882,English,4.01,211937,7531,Classics,4,1,0,Fiction,Literature,2004,Penguin
215,Catching Fire,Suzanne Collins,391,English,4.3,2857995,101557,Young Adult,2,1,0,Science Fiction,Dystopia,2009,Scholastic Press
216,The Boy in the Striped Pajamas,John Boyne,240,English,4.15,627565,30080,Historical,6,1,0,Historical Fiction,Fiction,2006,David Fickling Books
217,The Night Circus,Erin Morgenstern,387,English,4.03,795870,83268,Fantasy,0,1,0,Fiction,Romance,2011,Doubleday
218,The Selection,Kiera Cass,336,English,4.11,1151962,59817,Young Adult,2,1,0,Romance,Science Fiction,2012,HarperTeen
219,Thirteen Reasons Why,Jay Asher,352,English,3.88,856627,53444,Young Adult,2,1,0,Contemporary,Fiction,2016,Razorbill
220,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,406,English,3.54,586998,25028,Fantasy,0,1,0,Fiction,Adult,2000,William Morrow Paperbacks
221,Jurassic Park,Michael Crichton,466,English,4.06,858135,14542,Science Fiction,7,1,0,Fiction,Thriller,2012,Ballantine Books
222,His Dark Materials,Philip Pullman,1088,English,4.26,154810,5439,Fantasy,0,1,0,Young Adult,Fiction,2003,Laurel Leaf Library
223,Shōgun,James Clavell,1152,English,4.39,158802,4795,Historical,6,1,0,Historical Fiction,Fiction,2020,Blackstone Publishing
224,Extremely Loud & Incredibly Close,Jonathan Safran Foer,326,English,3.96,405554,24033,Fiction,1,0,1,Contemporary,Historical,2006,Mariner Books
225,Schindler's List,Thomas Keneally,429,English,4.31,156686,2493,History,17,0,1,Nonfiction,Classics,1994,Sceptre
226,The Lost Hero,Rick Riordan,553,English,4.31,715010,24914,Fantasy,0,1,0,Young Adult,Fantasy,2010,Disney-Hyperion Books
227,Beloved,Toni Morrison,324,English,3.9,362168,15162,Fiction,1,1,0,Classics,Historical,2004,Vintage
228,The Other Boleyn Girl,Philippa Gregory,661,English,4.07,476664,17108,Historical,6,1,0,Historical Fiction,Fiction,2003,Washington Square Press
229,Last Sacrifice,Richelle Mead,594,English,4.36,276373,11670,Young Adult,2,1,0,Paranormal,Vampires,2010,Razorbill
230,The Silmarillion,J.R.R. Tolkien,386,English,3.95,242976,9243,Fantasy,0,1,0,Fiction,Classics,2004,Houghton Mifflin Company
231,Fallen,Lauren Kate,452,English,3.72,544544,20522,Young Adult,2,1,0,Fantasy,Romance,2009,Delacorte Press
232,The Secret Magdalene,Ki Longfellow,448,English,4.11,4667,473,Historical,6,1,0,Historical Fiction,Fiction,2007,Crown
233,The Trial,Franz Kafka,255,English,3.95,265962,9120,Classics,4,1,0,Fiction,Literature,2001,Vintage
234,The Velveteen Rabbit,Margery Williams Bianco,40,English,4.26,242969,3994,Classics,4,1,0,Childrens,Fiction,1987,Avon
235,Clockwork Prince,Cassandra Clare,498,English,4.41,502869,26510,Fantasy,0,1,0,Young Adult,Romance,2011,Margaret K. McElderry Books
236,A Confederacy of Dunces,John Kennedy Toole,394,English,3.88,248970,16236,Fiction,1,1,0,Classics,Humor,1994,Grove Press
237,The Iliad/The Odyssey,Homer,1556,English,4.05,67699,891,Classics,4,1,0,Fiction,Poetry,1999,Penguin Classics
238,The Sun Also Rises,Ernest Hemingway,189,English,3.81,388200,14328,Classics,4,1,0,Fiction,Literature,1957,Pan Books
239,Cinder,Marissa Meyer,400,English,4.13,789698,59913,Young Adult,2,1,0,Fantasy,Science Fiction,2012,Feiwel & Friends
240,Spirit Bound,Richelle Mead,489,English,4.31,282319,9270,Young Adult,2,1,0,Paranormal,Vampires,2010,Razorbill
241,The Crucible,Arthur  Miller,143,English,3.6,357101,8709,Classics,4,1,0,Plays,Fiction,2003,Penguin Books
242,The Diary of a Young Girl,Anne Frank,283,English,4.17,3117164,32974,Nonfiction,5,0,1,Classics,History,1993,Bantam
243,Man's Search for Meaning,Viktor E. Frankl,165,English,4.35,514180,27697,Nonfiction,5,0,1,Psychology,Philosophy,2006,Beacon Press
244,Cat's Cradle,Kurt Vonnegut Jr.,179,English,4.16,360675,12061,Fiction,1,1,0,Classics,Science Fiction,1999,Penguin
245,The Silence of the Lambs,Thomas  Harris,421,English,4.21,512845,6996,Horror,9,1,0,Fiction,Thriller,2002,Arrow Books
246,The God of Small Things,Arundhati Roy,321,English,3.95,265935,15621,Fiction,1,1,0,Cultural,India,1997,Random House
247,The Wind in the Willows,Kenneth Grahame,197,English,3.98,194768,6988,Classics,4,1,0,Fiction,Childrens,2005,Penguin Books
248,The Screwtape Letters,C.S. Lewis,228,English,4.23,371617,12802,Fiction,1,1,0,Classics,Christian,2007,Vintage
249,A Light in the Attic,Shel Silverstein,176,English,4.33,406786,3143,Poetry,15,1,0,Childrens,Classics,2002,Harpercollins Childrens Books
250,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,242,English,4.41,288674,11337,Nonfiction,5,0,1,Biography,History,1984,Bantam
251,Six of Crows,Leigh Bardugo,465,English,4.47,575692,65744,Fantasy,0,1,0,Young Adult,Fiction,2015,Henry Holt & Company
252,The Secret History,Donna Tartt,559,English,4.12,408295,32547,Fiction,1,1,0,Mystery,Contemporary,2004,Vintage
253,Girl with a Pearl Earring,Tracy Chevalier,233,English,3.91,672895,10606,Historical,6,1,0,Historical Fiction,Fiction,2005,Plume/Penguin
254,City of Fallen Angels,Cassandra Clare,425,English,4.09,543688,24836,Fantasy,0,1,0,Young Adult,Fantasy,2011,Margaret K. McElderry Books
255,The Phantom of the Opera,Gaston Leroux,360,English,3.96,213966,7863,Classics,4,1,0,Fiction,Horror,1987,Harper Perennial
256,Uglies,Scott Westerfeld,425,English,3.85,608574,24443,Young Adult,2,1,0,Science Fiction,Dystopia,2005,Simon Pulse
257,Ella Enchanted,Gail Carson Levine,232,English,3.98,407986,10890,Fantasy,0,1,0,Young Adult,Fiction,1998,Scholastic Books
258,The Green Mile,Stephen King,592,English,4.45,273474,9250,Horror,9,1,0,Fiction,Fantasy,1996,Penguin Signet
259,She's Come Undone,Wally Lamb,465,English,3.89,327150,10468,Fiction,1,1,0,Contemporary,Womens Fiction,1998,Pocket
260,Shiver,Maggie Stiefvater,392,English,3.76,465435,23598,Young Adult,2,1,0,Fantasy,Romance,2009,Scholastic Press
261,The Wind-Up Bird Chronicle,Haruki Murakami,607,English,4.15,242004,16020,Fiction,1,1,0,Magical Realism,Cultural,1997,Knopf
262,A Clash of Kings,George R.R. Martin,969,English,4.4,841815,24917,Fantasy,0,1,0,Fiction,Fantasy,2002,Bantam
263,Blindness,José Saramago,349,English,4.15,233461,18915,Fiction,1,1,0,Science Fiction,Dystopia,2013,Mariner Books
264,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,291,English,4.12,462921,14432,Nonfiction,5,0,1,Autobiography,Memoir,2005,William Morrow; 1ST edition
265,The Shack,William Paul Young,294,English,3.79,583969,33994,Fiction,1,1,0,Christian,Christian Fiction,2008,Windblown Media
266,The Sound and the Fury,William Faulkner,366,English,3.86,166250,7810,Classics,4,1,0,Fiction,Literature,1990,Vintage International
267,Howl’s Moving Castle,Diana Wynne Jones,329,English,4.25,263577,19023,Fantasy,0,1,0,Young Adult,Fiction,2001,Harper Trophy
268,Marked,P.C. Cast,306,English,3.8,466276,14847,Young Adult,2,1,0,Fantasy,Paranormal,2007,St. Martin's Press
269,Misery,Stephen King,370,English,4.18,572240,16562,Horror,9,1,0,Fiction,Thriller,1988,New English Library
270,The House of the Spirits,Isabel Allende,448,English,4.25,214962,10315,Fiction,1,1,0,Magical Realism,Historical,2005,Dial Press Trade Paperback
271,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,291,English,4.17,673636,57288,Historical,6,1,0,Historical Fiction,Fiction,2018,Dial Press
272,For Whom the Bell Tolls,Ernest Hemingway,471,English,3.97,264755,7334,Classics,4,1,0,Fiction,Literature,1995,Scribner
273,Fear and Loathing in Las Vegas,Hunter S. Thompson,204,English,4.07,322457,7229,Fiction,1,1,0,Classics,Humor,1998,Vintage Books
274,Gone Girl,Gillian Flynn,415,English,4.09,2595214,137954,Fiction,1,1,0,Mystery,Thriller,2014,Broadway Books
275,The Complete Calvin and Hobbes,Bill Watterson,1456,English,4.77,38202,1085,Sequential Art,10,1,0,Comics,Humor,2005,Andrews McMeel Publishing
276,A Court of Mist and Fury,Sarah J. Maas,626,English,4.59,575115,57720,Fantasy,0,1,0,Romance,Young Adult,2016,Bloomsbury USA Childrens
277,Roots: The Saga of an American Family,Alex Haley,888,English,4.42,155409,3790,Historical,6,1,0,Historical Fiction,Fiction,1980,Dell Publishing Company
278,Island of the Blue Dolphins,Scott O'Dell,194,English,3.84,315724,8905,Young Adult,2,1,0,Fiction,Historical,2010,HMH Books for Young Readers
279,Stranger in a Strange Land,Robert A. Heinlein,525,English,3.92,291407,8649,Science Fiction,7,1,0,Fiction,Classics,1991,Ace
280,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,566,English,4.22,692152,29822,Fiction,1,1,0,Mystery,Thriller,2010,Knopf
281,Speak,Laurie Halse Anderson,224,English,4.03,522875,25556,Young Adult,2,1,0,Fiction,Contemporary,2019,"Farrar, Straus and Giroux (Byr)"
282,Paper Towns,John Green,305,English,3.76,1089300,50922,Young Adult,2,1,0,Contemporary,Fiction,2009,Speak
283,Beautiful Disaster,Jamie McGuire,319,English,4.06,605806,29792,Romance,3,1,0,New Adult,Contemporary,2011,Jamie McGuire
284,Norwegian Wood,Haruki Murakami,296,English,4.03,430798,27970,Fiction,1,1,0,Cultural,Japan,2000,Vintage Books
285,Blood River: A Journey to Africa's Broken Heart,Tim Butcher,363,English,3.86,13207,775,Travel,-1,0,1,Nonfiction,Cultural,2008,Vintage
286,Delirium,Lauren Oliver,441,English,3.96,447819,27170,Young Adult,2,1,0,Science Fiction,Dystopia,2012,HarperCollins
287,The Idiot,Fyodor Dostoevsky,667,English,4.18,150615,6148,Classics,4,1,0,Fiction,Cultural,2003,Modern Library
288,White Oleander,Janet Fitch,446,English,3.97,337151,7789,Fiction,1,1,0,Contemporary,Drama,2001,"Little, Brown and Company"
289,Othello,William Shakespeare,314,English,3.89,343266,7395,Classics,4,1,0,Plays,Fiction,2004,Simon  Schuster
290,Midnight Sun [2008 Draft],Stephenie Meyer,264,English,4,154120,9423,Young Adult,2,1,0,Fantasy,Paranormal,2008,Vintage
291,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow,301,English,3.78,7326,223,Historical,6,1,0,Historical Fiction,Fiction,2009,Eio Books
292,King Lear,William Shakespeare,338,English,3.9,197419,5110,Classics,4,1,0,Plays,Drama,2004,Simon & Schuster
293,Inkheart,Cornelia Funke,563,English,3.89,405031,12783,Young Adult,2,1,0,Fiction,Childrens,2005,Scholastic Paperbacks
294,Into the Wild,Jon Krakauer,207,English,3.99,959749,23598,Nonfiction,5,1,0,Biography,Travel,1997,Anchor Books
295,The Once and Future King,T.H. White,639,English,4.04,108839,4337,Fantasy,0,1,0,Classics,Fiction,1987,Ace
296,The Vampire Lestat,Anne Rice,481,English,4.06,187816,4058,Horror,9,1,0,Fantasy,Paranormal,2004,Ballantine Books
297,Neverwhere,Neil Gaiman,370,English,4.16,471894,24835,Fantasy,0,1,0,Fiction,Fantasy,2003,William Morrow Paperbacks
298,I Know This Much Is True,Wally Lamb,897,English,4.19,297892,9509,Fiction,1,1,0,Contemporary,Novels,1999,ReganBooks
299,Uncle Tom's Cabin,Harriet Beecher Stowe,438,English,3.88,211524,8542,Classics,4,1,0,Fiction,Historical,1999,Wordsworth Classics
300,The Complete Sherlock Holmes,Arthur Conan Doyle,1796,English,4.46,187619,3959,Classics,4,1,0,Mystery,Fiction,1986,Bantam Classics
301,Kafka on the Shore,Haruki Murakami,467,English,4.13,364299,26530,Fiction,1,1,0,Magical Realism,Fantasy,2006,Vintage International
302,Una Historia de Ayer,Sergio Cobo,75,Spanish,4.48,23503,991,Thriller,11,0,1,European Literature,Spanish Literature,2014,Vintage
303,Candide,Voltaire,129,English,3.77,240430,8903,Classics,4,1,0,Fiction,Philosophy,1991,Dover Publications
304,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,444,English,4.2,166817,12243,Fiction,1,1,0,Humor,Historical,2004,William Morrow / HarperCollins / Harper Perennial
305,The Historian,Elizabeth Kostova,704,English,3.79,259163,16893,Fiction,1,1,0,Historical,Historical Fiction,2005,"Little, Brown and Company"
306,Paradise Lost,John Milton,453,English,3.81,152190,4305,Classics,4,1,0,Poetry,Fiction,2003,Penguin Classics
307,The Time Machine,H.G. Wells,118,English,3.9,460046,12643,Classics,4,1,0,Science Fiction,Fiction,2002,Signet Classics
308,Invisible Man,Ralph Ellison,581,English,3.89,167614,6757,Classics,4,1,0,Fiction,Literature,1995,Vintage
309,The Things They Carried,Tim O'Brien,246,English,4.13,276209,15616,Fiction,1,1,0,Historical,Historical Fiction,1998,Broadway Books
310,James and the Giant Peach,Roald Dahl,146,English,4.01,421068,7667,Childrens,14,1,0,Fantasy,Fiction,2002,Alfred A. Knopf
311,The Complete Works,William Shakespeare,1248,English,4.46,53647,829,Classics,4,1,0,Poetry,Fiction,1990,Gramercy
312,All Creatures Great and Small,James Herriot,437,English,4.29,133385,5267,Nonfiction,5,0,1,Animals,Autobiography,1998,St. Martin's Press
313,Graceling,Kristin Cashore,471,English,4.06,428339,23910,Fantasy,0,1,0,Young Adult,Romance,2008,Harcourt
314,The Thirteenth Tale,Diane Setterfield,406,English,3.96,297067,24291,Fiction,1,1,0,Mystery,Historical,2006,Atria Books
315,Leaves of Grass,Walt Whitman,624,English,4.11,93745,2770,Poetry,15,1,0,Classics,Fiction,2006,Simon  Schuster
316,Foundation,Isaac Asimov,244,English,4.17,460942,12266,Science Fiction,7,1,0,Fiction,Classics,2004,Bantam
317,Heidi,Johanna Spyri,352,English,4,183328,4643,Classics,4,1,0,Fiction,Childrens,2002,Kingfisher
318,Different Seasons,Stephen King,560,English,4.33,191125,5123,Horror,9,1,0,Fiction,Short Stories,1995,Warner Books
319,City of Lost Souls,Cassandra Clare,535,English,4.23,480424,21795,Fantasy,0,1,0,Young Adult,Romance,2012,Margaret K. McElderry Books
320,The Cider House Rules,John Irving,973,English,4.14,169488,4257,Fiction,1,1,0,Classics,Historical,2000,Thorndike Press
321,Sophie's World,Jostein Gaarder,403,English,3.94,227775,12481,Philosophy,16,1,0,Fiction,Classics,1995,Phoenix
322,Mockingjay,Suzanne Collins,398,English,4.05,2637490,108481,Young Adult,2,1,0,Science Fiction,Dystopia,2010,Scholastic Press
323,Never Let Me Go,Kazuo Ishiguro,288,English,3.83,552709,37313,Fiction,1,1,0,Science Fiction,Science Fiction,2010,Vintage Books
324,"Are You There God? It's Me, Margaret",Judy Blume,149,English,3.9,204110,7088,Young Adult,2,1,0,Fiction,Childrens,2001,Richard Jackson/Athaneum Books for Young Readers
325,The Wise Man's Fear,Patrick Rothfuss,994,English,4.54,479590,23683,Fantasy,0,1,0,Fiction,Fantasy,2011,DAW Books
326,Walden,Henry David Thoreau,352,English,3.77,177414,6170,Classics,4,0,1,Philosophy,Nonfiction,2004,Princeton University Press
327,The Lord of the Rings,J.R.R. Tolkien,1216,English,4.5,610589,12615,Classics,4,1,0,Science Fiction Fantasy,Fantasy,2005,Houghton Mifflin Harcourt
328,The Son of Neptune,Rick Riordan,521,English,4.41,480414,17870,Fantasy,0,1,0,Young Adult,Fantasy,2011,Disney-Hyperion Books
329,Fangirl,Rainbow Rowell,483,English,4,663218,54695,Young Adult,2,1,0,Contemporary,Romance,2013,St. Martin's Griffin
330,Ready Player One,Ernest Cline,374,English,4.24,993220,93552,Science Fiction,7,1,0,Fiction,Young Adult,2011,Crown Publishers
331,The Way of Kings,Brandon Sanderson,1007,English,4.61,369473,24328,Fantasy,0,1,0,Fiction,Fantasy,2010,Tor Books
332,The Awakening,Kate Chopin,195,English,3.66,181837,8320,Classics,4,1,0,Fiction,Feminism,2006,Elibron Classics
333,The Mark of Athena,Rick Riordan,586,English,4.44,502112,18875,Fantasy,0,1,0,Young Adult,Fantasy,2012,Disney-Hyperion Books
334,Sophie's Choice,William Styron,562,English,4.18,85744,2697,Fiction,1,1,0,Classics,Historical,1992,Vintage Books
335,زندگی مه آلود پریا,سید مرتضی مصطفوی,204,Persian,3.89,962,133,Fiction,1,1,0,Fantasy,Fantasy,2015,نشر داستان
336,Mrs. Dalloway,Virginia Woolf,194,English,3.79,249960,12097,Classics,4,1,0,Fiction,Literature,2002,Houghton Mifflin Harcourt
337,The Prince of Tides,Pat Conroy,679,English,4.23,201225,4491,Fiction,1,1,0,Classics,American,2002,Dial Press Trade Paperback
338,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,416,English,4.27,282514,7695,Fiction,1,1,0,Historical,Historical Fiction,2002,Random House
339,Dead Until Dark,Charlaine Harris,292,English,3.96,523000,18811,Fantasy,0,1,0,Paranormal,Vampires,2001,Ace Books
340,Legend,Marie Lu,305,English,4.16,470395,32000,Young Adult,2,1,0,Science Fiction,Dystopia,2011,Putnam Juvenile
341,Fifty Shades Darker,E.L. James,532,English,3.83,808695,29612,Romance,3,1,0,Adult Fiction,Erotica,2011,The Writer's Coffee Shop Publishing House
342,Me Before You,Jojo Moyes,369,English,4.25,1324312,86756,Romance,3,1,0,Fiction,Contemporary,2013,Penguin Books
343,Wonder,R.J. Palacio,315,English,4.4,891825,69993,Young Adult,2,1,0,Fiction,Childrens,2012,Alfred A. Knopf
344,Middlemarch,George Eliot,904,English,3.99,144540,8708,Classics,4,1,0,Fiction,Historical,2004,Signet
345,The Monster at the End of this Book,Jon Stone,32,English,4.44,123172,3084,Childrens,14,1,0,Picture Books,Childrens,2004,Golden Books
346,Things Fall Apart,Chinua Achebe,209,English,3.71,318288,15768,Fiction,1,1,0,Classics,Historical,1994,Anchor Books
347,Bridget Jones's Diary,Helen Fielding,288,English,3.79,917584,10636,Fiction,1,1,0,Womens Fiction,Chick Lit,1999,Penguin Books
348,Eleanor & Park,Rainbow Rowell,328,English,4,993811,70992,Young Adult,2,1,0,Romance,Contemporary,2013,St. Martin's Press
349,Do Androids Dream of Electric Sheep?,Philip K. Dick,258,English,4.08,389261,15049,Science Fiction,7,1,0,Fiction,Classics,2008,Ballantine Books
350,The Final Empire,Brandon Sanderson,541,English,4.44,484591,34166,Fantasy,0,1,0,Fiction,Fantasy,2006,Tor Books
351,The Magician's Nephew,C.S. Lewis,221,English,4.04,462962,15624,Fantasy,0,1,0,Classics,Fiction,2005,HarperCollins Publishers
352,Stardust,Neil Gaiman,248,English,4.08,397585,20653,Fantasy,0,1,0,Fiction,Romance,2006,Harper Perennial
